timestamp,temperature_C
2025-07-01T21:58:00Z,25.02
2025-07-01T21:58:01Z,24.99
2025-07-01T21:58:02Z,25.03
2025-07-01T21:58:03Z,25.08
2025-07-01T21:58:04Z,24.99
2025-07-01T21:58:05Z,24.99
2025-07-01T21:58:06Z,25.08
2025-07-01T21:58:07Z,25.04
2025-07-01T21:58:08Z,24.98
2025-07-01T21:58:09Z,25.03
2025-07-01T21:58:10Z,23.78
2025-07-01T21:58:11Z,23.48
2025-07-01T21:58:12Z,24.21
2025-07-01T21:58:13Z,24.9
2025-07-01T22:58:14Z,24.91
2025-07-01T21:58:15Z,24.97
2025-07-01T21:58:16Z,24.95
2025-07-01T21:58:17Z,25.02
2025-07-01T21:58:18Z,24.95
2025-07-01T21:58:19Z,24.93
2025-07-01T21:58:20Z,25.07
2025-07-01T21:58:21Z,24.99
2025-07-01T21:58:22Z,25.0
2025-07-01T21:58:23Z,24.93
2025-07-01T21:58:24Z,24.97
2025-07-01T21:58:25Z,23.81
2025-07-01T21:58:26Z,23.44
2025-07-01T21:58:27Z,24.22
2025-07-01T21:58:28Z,24.97
2025-07-01T21:58:29Z,24.99
2025-07-01T21:58:30Z,24.97
2025-07-01T21:58:31Z,25.09
2025-07-01T21:58:32Z,25.0
2025-07-01T21:58:33Z,24.95
2025-07-01T21:58:34Z,25.04
2025-07-01T21:58:35Z,24.94
2025-07-01T21:58:36Z,25.01
2025-07-01T21:58:37Z,24.9
2025-07-01T21:58:38Z,24.93
2025-07-01T21:58:39Z,25.01
2025-07-01T21:58:40Z,23.84
2025-07-01T21:58:41Z,23.51
2025-07-01T21:58:42Z,24.19
2025-07-01T21:58:43Z,24.98
2025-07-01T21:58:44Z,24.93
2025-07-01T21:58:45Z,24.96
2025-07-01T21:58:46Z,24.98
2025-07-01T21:58:47Z,25.05
2025-07-01T21:58:48Z,25.02
2025-07-01T21:58:49Z,24.91
2025-07-01T21:58:50Z,25.02
2025-07-01T21:58:51Z,24.98
2025-07-01T21:58:52Z,24.97
2025-07-01T21:58:53Z,25.03
2025-07-01T21:58:54Z,25.05
2025-07-01T21:58:55Z,25.05
2025-07-01T21:58:56Z,24.96
2025-07-01T21:58:57Z,24.98
2025-07-01T21:58:58Z,25.02
2025-07-01T21:58:59Z,25.05
2025-07-02T09:00:00Z,24.98
2025-07-02T09:00:01Z,24.99
2025-07-02T09:00:02Z,24.94
2025-07-02T09:00:03Z,24.94
2025-07-02T09:00:04Z,25.04
2025-07-02T09:00:05Z,25.07
2025-07-02T09:00:06Z,25.0
2025-07-02T09:00:07Z,25.05
2025-07-02T09:00:08Z,25.02
2025-07-02T09:00:09Z,24.97
2025-07-02T09:00:10Z,25.02
2025-07-02T09:00:11Z,25.08
2025-07-02T09:00:12Z,25.0
2025-07-02T09:00:13Z,25.08
2025-07-02T09:00:14Z,24.87
2025-07-02T09:00:15Z,23.84
2025-07-02T09:00:16Z,23.5
2025-07-02T09:00:17Z,24.19
2025-07-02T09:00:18Z,25.0
2025-07-02T09:00:19Z,24.9
2025-07-02T09:00:20Z,24.99
2025-07-02T09:00:21Z,25.02
2025-07-02T09:00:22Z,25.07
2025-07-02T09:00:23Z,24.97
2025-07-02T09:00:24Z,24.96
2025-07-02T09:00:25Z,24.97
2025-07-02T09:00:26Z,25.05
2025-07-02T09:00:27Z,25.02
2025-07-02T09:00:28Z,24.97
2025-07-02T09:00:29Z,25.03
2025-07-02T09:00:30Z,30.5
2025-07-02T09:00:31Z,25.05
2025-07-02T09:00:32Z,24.96
2025-07-02T09:00:33Z,24.98
2025-07-02T09:00:34Z,24.98
2025-07-02T09:00:35Z,24.93
2025-07-02T09:00:36Z,25.01
2025-07-02T09:00:37Z,25.01
2025-07-02T09:00:38Z,25.0
2025-07-02T09:00:39Z,24.99
2025-07-02T09:00:40Z,24.93
2025-07-02T09:00:41Z,24.98
2025-07-02T09:00:42Z,24.98
2025-07-02T09:00:43Z,24.96
2025-07-02T09:00:44Z,24.99
2025-07-02T09:00:45Z,25.02
2025-07-02T09:00:46Z,25.09
2025-07-02T09:00:47Z,25.01
2025-07-02T09:00:48Z,25.01
2025-07-02T09:00:49Z,25.0
2025-07-02T09:00:50Z,24.9
2025-07-02T09:00:51Z,25.0
2025-07-02T09:00:52Z,25.0
2025-07-02T09:00:53Z,25.12
2025-07-02T09:00:54Z,24.99
2025-07-02T09:00:55Z,25.02
2025-07-02T09:00:56Z,25.0
2025-07-02T09:00:57Z,24.94
2025-07-02T09:00:58Z,25.06
2025-07-02T09:00:59Z,25.04
